 3     1   1   2   1  8  260     3.0     3.9   1023.2     4.6   94  46     0     0 1   301   -332  9
 3     1   1   2   2  8  260     3.0     3.6   1023.2     4.6   95  44     0     0 1   299   -330  9
 3     1   1   2   3  8  270     3.0     3.2   1023.6     4.5   96  44     0     0 1   297   -328  9
 3     1   1   2   4  8  250     2.0     3.0   1023.8     4.4   96  44     0     0 1   296   -327  9
 3     1   1   2   5  8  230     3.0     2.8   1023.7     4.3   96  28     0     0 1   295   -326  9
 3     1   1   2   6  8  230     3.0     2.5   1023.7     4.3   96  10     0     0 1   294   -325  9
 3     1   1   2   7  8  250     4.0     2.6   1024.1     4.3   96  10     0     0 1   313   -327  9
 3     1   1   2   8  8  240     5.0     2.9   1024.0     4.4   96  28     0     0 1   314   -328  9
 3     1   1   2   9  8  240     6.0     2.7   1024.0     4.3   96  10     0     3 1   313   -327  9
 3     1   1   2  10  9  230     5.0     2.5   1024.4     4.3   96  47     0    17 1   312   -326  9
 3     1   1   2  11  8  240     5.0     2.9   1024.8     4.4   96  28     0    39 1   296   -327  9
 3     1   1   2  12  7  230     7.0     4.1   1023.5     4.8   96  10     0    83 1   302   -333  9
 3     1   1   2  13  8  240     5.0     4.7   1023.8     4.8   93  50     0    53 1   305   -336  9
 3     1   1   2  14  7  230     6.0     5.3   1023.1     4.9   91  20     0    81 1   308   -339  9
 3     1   1   2  15  7  230     6.0     5.8   1022.7     5.0   89  10     0    39 1   311   -341  9
 3     1   1   2  16  8  240     5.0     6.1   1022.7     5.0   88  10     0     3 1   312   -343  9
 3     1   1   2  17  8  240     5.0     6.6   1022.5     5.3   89  10     0     0 1   315   -345  9
 3     1   1   2  18  8  240     4.0     6.9   1022.4     5.4   90  58     0     0 1   317   -347  9
 3     1   1   2  19  8  250     4.0     6.9   1022.3     5.6   92  21     0     0 1   317   -347  9
 3     1   1   2  20  8  240     5.0     7.2   1022.3     5.6   91  10     0     0 1   318   -348  9
 3     1   1   2  21  8  260     5.0     7.2   1022.4     5.6   90  21     0     0 1   318   -348  9
 3     1   1   2  22  6  250     4.0     7.1   1022.4     5.5   89  10     0     0 1   303   -347  9
 3     1   1   2  23  4  250     3.0     6.3   1022.2     5.2   90  10     0     0 1   279   -341  9
 3     1   1   2  24  5  250     3.0     6.4   1022.0     5.4   92  10     0     0 1   288   -342  9
 3     1   1   3   1  7  240     3.0     6.2   1021.9     5.3   92  10     0     0 1   313   -343  9
 3     1   1   3   2  8  230     3.0     7.0   1021.4     5.5   91  10     0     0 1   317   -347  9
 3     1   1   3   3  8  220     5.0     7.1   1021.1     5.7   93  10     0     0 1   318   -348  9
 3     1   1   3   4  8  220     4.0     7.0   1020.5     5.5   90  10     0     0 1   317   -347  9
 3     1   1   3   5  8  210     5.0     7.2   1019.8     5.7   91  10     0     0 1   318   -348  9
 3     1   1   3   6  8  220     5.0     7.2   1019.1     5.6   90  10     0     0 1   318   -348  9
 3     1   1   3   7  8  210     6.0     7.6   1018.6     5.7   90  10     0     0 1   320   -350  9
 3     1   1   3   8  8  220     7.0     7.7   1018.3     5.7   88  -1     0     0 1   321   -351  9
 3     1   1   3   9  7  220     8.0     7.7   1017.5     5.6   87  -1     0     8 1   321   -351  9
 3     1   1   3  10  7  220     8.0     8.0   1017.2     5.5   84  -1     0    36 1   323   -352  9
 3     1   1   3  11  7  230     8.0     8.4   1016.8     5.4   81  -1     0    44 1   325   -354  9
 3     1   1   3  12  7  230     8.0     8.4   1016.7     5.5   82  -1     0    22 1   325   -354  9
 3     1   1   3  13  8  230     7.0     8.4   1016.1     5.7   84  58     3    17 1   325   -354  9
 3     1   1   3  14  8  230     7.0     8.1   1015.6     6.0   91  51     0    14 1   341   -354  9
 3     1   1   3  15  8  230     7.0     8.1   1015.2     6.1   92  58     0     6 1   341   -354  9
 3     1   1   3  16  8  230     7.0     8.2   1014.8     6.2   93  53     0     0 1   342   -354  9
 3     1   1   3  17  8  240     6.0     8.3   1014.7     6.2   93  58     0     0 1   342   -355  9
 3     1   1   3  18  8  230     6.0     8.4   1014.6     6.3   93  53     0     0 1   343   -355  9
 3     1   1   3  19  8  230     7.0     8.5   1014.4     6.4   93  58     0     0 1   343   -356  9
 3     1   1   3  20  8  230     6.0     8.3   1013.9     6.2   93  51     0     0 1   342   -355  9
 3     1   1   3  21  8  230     7.0     8.3   1013.5     6.1   91  51     0     0 1   342   -355  9
 3     1   1   3  22  8  230     7.0     8.0   1013.2     6.0   91  61     0     0 1   340   -353  9
 3     1   1   3  23  8  230     7.0     7.7   1013.0     5.9   91  63     0     0 1   339   -352  9
 3     1   1   3  24  8  230     7.0     7.5   1012.4     5.9   92  61     0     0 1   338   -351  9
 3     1   1   4   1  8  230     8.0     7.3   1011.8     5.8   92  61     0     0 1   337   -350  9
 3     1   1   4   2  8  300     6.0     6.0   1012.6     5.2   91  61     0     0 1   330   -343  9
 3     1   1   4   3  8  290     6.0     5.2   1013.0     5.0   93  61     0     0 1   326   -339  9
 3     1   1   4   4  8  290     4.0     4.7   1013.5     4.7   91  21     0     0 1   305   -336  9
 3     1   1   4   5  7  240     3.0     4.4   1013.5     4.7   91  -1     0     0 1   277   -332  9
 3     1   1   4   6  6  250     3.0     4.1   1013.7     4.6   92  -1     0     0 1   262   -330  9
 3     1   1   4   7  5  250     3.0     3.6   1014.5     4.5   93   1     0     0 1   259   -327  9
 3     1   1   4   8  6  240     3.0     3.8   1014.4     4.6   93  -1     0     0 1   262   -329  9
 3     1   1   4   9  6  240     3.0     3.6   1014.7     4.5   92  -1     0    11 1   273   -328  9
 3     1   1   4  10  8  240     3.0     3.4   1015.0     4.4   93  -1     0    39 1   317   -331  9
 3     1   1   4  11  7  230     4.0     3.8   1015.3     4.6   94  -1     0    75 1   300   -331  9
 3     1   1   4  12  7  240     4.0     4.1   1015.1     4.7   93  10    14    97 1   302   -333  9
 3     1   1   4  13  7  240     2.0     3.9   1014.3     4.6   92  10     0    64 1   301   -332  9
 3     1   1   4  14  7  200     3.0     4.1   1013.4     4.6   93  10     0    58 1   302   -333  9
 3     1   1   4  15  7  200     2.0     4.2   1012.3     4.7   93  10     0    25 1   263   -330  9
 3     1   1   4  16  7  150     5.0     4.0   1011.3     4.6   93  10     0     3 1   301   -332  9
 3     1   1   4  17  8  140     4.0     4.0   1010.4     4.7   93  10     0     0 1   320   -334  9
 3     1   1   4  18  8  140     5.0     4.6   1009.0     4.9   94  50     0     0 1   323   -336  9
 3     1   1   4  19  8  150     6.0     5.4   1007.7     5.2   94  58     0     0 1   327   -340  9
 3     1   1   4  20  8  160     6.0     5.9   1006.5     5.4   94  61     0     0 1   330   -343  9
 3     1   1   4  21  8  170     5.0     6.2   1005.6     5.5   94  61     0     0 1   331   -344  9
 3     1   1   4  22  8  220     8.0     7.5   1005.0     6.0   93  21     0     0 1   338   -351  9
 3     1   1   4  23  7  250     8.0     8.0   1005.5     5.8   87  -1     0     0 1   323   -352  9
 3     1   1   4  24  7  260     6.0     7.3   1006.0     5.1   80  60     0     0 1   319   -349  9
 3     1   1   5   1  7  250     7.0     7.0   1006.5     5.2   83  21     0     0 1   317   -347  9
 3     1   1   5   2  5  270     8.0     6.4   1007.3     4.7   80  21     0     0 1   288   -342  9
 3     1   1   5   3  5  260     8.0     5.6   1008.1     4.3   76  -1     0     0 1   283   -338  9
 3     1   1   5   4  6  260     8.0     4.9   1009.2     4.2   79  -1     0     0 1   291   -336  9
 3     1   1   5   5  7  260     7.0     4.9   1010.3     4.2   79  -1     0     0 1   306   -337  9
 3     1   1   5   6  1  260     6.0     4.3   1011.5     4.1   80  -1     0     0 1   256   -330  9
 3     1   1   5   7  2  260     6.0     3.8   1012.8     4.0   81   2     0     0 1   254   -328  9
 3     1   1   5   8  3  260     6.0     3.9   1014.0     4.0   81  -1     0     0 1   260   -329  9
 3     1   1   5   9  3  250     5.0     3.6   1014.9     4.0   83  -1     0    14 1   255   -327  9
 3     1   1   5  10  3  250     5.0     3.5   1015.9     4.0   84  -1     0    53 1   257   -327  9
 3     1   1   5  11  3  240     4.0     4.3   1016.9     4.2   82  -1    47    94 1   262   -331  9
 3     1   1   5  12  2  250     4.0     4.5   1017.0     4.1   79  -1    94    92 1   258   -331  9
 3     1   1   5  13  6  250     4.0     5.0   1017.4     4.2   80  -1     3   111 1   272   -335  9
 3     1   1   5  14  6  240     5.0     5.0   1017.4     4.3   80  -1    28   111 1   264   -334  9
 3     1   1   5  15  2  240     5.0     5.3   1017.5     4.2   76  -1    28    53 1   262   -335  9
 3     1   1   5  16  3  220     4.0     4.9   1017.8     4.2   79  -1     3    11 1   260   -333  9
 3     1   1   5  17  6  220     4.0     3.9   1017.9     4.2   85  -1     0     0 1   269   -330  9
 3     1   1   5  18  5  210     4.0     3.7   1018.0     4.1   85  -1     0     0 1   256   -328  9
 3     1   1   5  19  4  190     4.0     3.8   1017.8     4.1   84  -1     0     0 1   259   -328  9
 3     1   1   5  20  4  180     4.0     3.7   1017.8     4.0   82  -1     0     0 1   258   -328  9
 3     1   1   5  21  4  160     4.0     3.2   1017.8     4.0   85  -1     0     0 1   256   -325  9
 3     1   1   5  22  4  160     4.0     3.0   1017.3     4.0   85  -1     0     0 1   255   -325  9
 3     1   1   5  23  4  160     4.0     2.6   1017.3     3.8   84  -1     0     0 1   253   -323  9
 3     1   1   5  24  4  150     3.0     1.6   1016.9     3.5   85  -1     0     0 1   248   -318  9
 3     1   1   6   1  4  160     4.0     2.2   1016.6     3.7   85  -1     0     0 1   251   -321  9
 3     1   1   6   2  5  160     4.0     2.1   1016.2     3.7   84  -1     0     0 1   248   -320  9
 3     1   1   6   3  5  160     3.0     1.7   1016.0     3.6   86  -1     0     0 1   254   -319  9
 3     1   1   6   4  4  160     4.0     2.4   1015.5     3.8   87  -1     0     0 1   257   -322  9
 3     1   1   6   5  3  160     4.0     2.6   1015.2     3.9   85  -1     0     0 1   249   -322  9
 3     1   1   6   6  2  170     5.0     2.8   1015.0     3.9   86  -1     0     0 1   249   -323  9
 3     1   1   6   7  2  170     5.0     2.8   1014.4     4.0   87  -1     0     0 1   249   -323  9
 3     1   1   6   8  2  160     4.0     2.6   1014.0     3.9   87  -1     0     0 1   248   -322  9
 3     1   1   6   9  1  170     3.0     2.6   1014.1     4.0   88  -1     6    14 1   247   -322  9
 3     1   1   6  10  2  170     4.0     4.0   1014.1     4.3   86  -1    39    44 1   255   -329  9
 3     1   1   6  11  5  190     6.0     5.4   1013.8     4.4   79  -1    64    75 1   267   -336  9
 3     1   1   6  12  6  190     6.0     6.8   1012.8     4.6   76  -1    42   106 1   277   -343  9
 3     1   1   6  13  7  200     8.0     7.5   1012.3     4.8   75  -1     8    97 1   284   -347  9
 3     1   1   6  14  4  200     9.0     7.6   1012.1     4.8   75  -1    61    61 1   277   -347  9
 3     1   1   6  15  6  200     7.0     7.9   1011.3     4.9   75  -1    11    56 1   283   -349  9
 3     1   1   6  16  7  210     8.0     7.9   1011.3     4.9   75  -1     0     8 1   322   -352  9
 3     1   1   6  17  7  210     7.0     7.8   1011.1     5.0   76  -1     0     0 1   321   -351  9
 3     1   1   6  18  8  220     8.0     8.0   1011.2     5.0   76  61     0     0 1   323   -352  9
 3     1   1   6  19  8  230     5.0     7.1   1011.5     5.3   86  61     0     0 1   318   -348  9
 3     1   1   6  20  8  210     5.0     6.7   1011.8     5.5   91  61     0     0 1   291   -344  9
 3     1   1   6  21  8  220     5.0     6.9   1012.2     5.6   91  62     0     0 1   286   -344  9
 3     1   1   6  22  8  230     4.0     6.8   1012.5     5.6   92  61     0     0 1   285   -344  9
 3     1   1   6  23  8  230     6.0     7.3   1013.0     5.7   91  63     0     0 1   319   -349  9
 3     1   1   6  24  8  240     5.0     7.4   1013.4     5.8   91  62     0     0 1   319   -349  9
 3     1   1   7   1  8  250     4.0     7.5   1014.2     5.9   93  21     0     0 1   320   -350  9
 3     1   1   7   2  8  260     3.0     7.5   1014.9     5.8   92  21     0     0 1   320   -350  9
 3     1   1   7   3  7  240     3.0     6.9   1015.2     5.6   93  -1     0     0 1   317   -347  9
 3     1   1   7   4  7  250     3.0     7.2   1016.0     5.8   93   2     0     0 1   318   -348  9
 3     1   1   7   5  7  230     3.0     7.0   1016.2     5.6   91  21     0     0 1   317   -347  9
 3     1   1   7   6  7  240     3.0     6.9   1016.8     5.6   93  10     0     0 1   317   -347  9
 3     1   1   7   7  7  230     3.0     7.0   1017.1     5.6   92   2     0     0 1   317   -347  9
 3     1   1   7   8  7  230     3.0     6.9   1017.5     5.6   92  21     0     0 1   317   -347  9
 3     1   1   7   9  7  230     4.0     6.9   1018.0     5.5   91  21     0     6 1   317   -347  9
 3     1   1   7  10  6  230     4.0     6.8   1018.4     5.4   90   1     0    39 1   301   -345  9
 3     1   1   7  11  7  240     6.0     6.8   1018.7     5.1   84  -1     0    42 1   316   -346  9
 3     1   1   7  12  6  260     4.0     6.5   1018.5     5.0   84  -1    17    86 1   300   -344  9
 3     1   1   7  13  6  240     5.0     6.9   1018.2     4.9   81   1    50   139 1   278   -344  9
 3     1   1   7  14  7  220     5.0     7.0   1017.5     4.9   79  -1    28   133 1   282   -345  9
 3     1   1   7  15  7  220     7.0     7.1   1017.5     4.9   80  -1     0    64 1   292   -346  9
 3     1   1   7  16  8  220     6.0     6.8   1017.3     4.7   78  -1     0     8 1   316   -346  9
 3     1   1   7  17  6  220     5.0     6.6   1016.9     4.7   79  -1     0     0 1   281   -343  9
 3     1   1   7  18  6  210     6.0     6.3   1016.3     4.7   80  -1     0     0 1   280   -341  9
 3     1   1   7  19  7  210     6.0     6.1   1016.4     4.7   82  -1     0     0 1   285   -341  9
 3     1   1   7  20  7  210     6.0     5.5   1016.4     4.5   82  -1     0     0 1   282   -338  9
 3     1   1   7  21  6  220     5.0     5.1   1016.3     4.5   84  -1     0     0 1   268   -335  9
 3     1   1   7  22  7  230     5.0     5.3   1016.1     4.6   84  -1     0     0 1   308   -339  9
 3     1   1   7  23  7  210     5.0     4.9   1015.7     4.5   85  -1     0     0 1   306   -337  9
 3     1   1   7  24  7  210     7.0     4.6   1015.2     4.4   86  -1     0     0 1   304   -335  9
 3     1   1   8   1  7  220     8.0     5.0   1014.8     4.5   84  -1     0     0 1   307   -337  9
 3     1   1   8   2  3  210     8.0     5.4   1014.2     4.4   81  -1     0     0 1   268   -336  9
 3     1   1   8   3  1  210     7.0     4.6   1013.9     4.4   84  -1     0     0 1   258   -332  9
 3     1   1   8   4  3  210     7.0     4.7   1013.6     4.4   84  -1     0     0 1   260   -333  9
 3     1   1   8   5  7  210     7.0     5.6   1012.8     4.5   81  -1     0     0 1   310   -340  9
 3     1   1   8   6  7  210     8.0     5.5   1012.6     4.4   79  -1     0     0 1   309   -340  9
 3     1   1   8   7  7  210     7.0     5.6   1012.2     4.4   79  -1     0     0 1   310   -340  9
 3     1   1   8   8  8  210     7.0     5.7   1012.4     4.4   78  -1     0     0 1   310   -341  9
 3     1   1   8   9  8  220     7.0     6.0   1012.6     4.5   78  -1     0     3 1   312   -342  9
 3     1   1   8  10  8  220     8.0     6.2   1012.8     4.5   78  60     0    11 1   313   -343  9
 3     1   1   8  11  7  230     8.0     6.1   1013.2     4.7   81  21     0    31 1   312   -343  9
 3     1   1   8  12  7  230     8.0     6.2   1013.2     4.8   83  -1     0    31 1   313   -343  9
 3     1   1   8  13  8  230     6.0     5.7   1013.3     5.0   89  50     0    28 1   329   -342  9
 3     1   1   8  14  8  220     6.0     5.7   1013.4     5.2   92  50     0    25 1   329   -342  9
 3     1   1   8  15  8  230     5.0     6.1   1013.5     5.4   93  50     0     8 1   331   -344  9
 3     1   1   8  16  8  220     5.0     6.1   1013.9     5.3   93  61     0     3 1   331   -344  9
 3     1   1   8  17  8  220     5.0     6.1   1014.5     5.4   93  61     0     0 1   331   -344  9
 3     1   1   8  18  8  230     4.0     6.1   1014.9     5.4   94  51     0     0 1   331   -344  9
 3     1   1   8  19  8  230     5.0     6.2   1015.2     5.5   94  50     0     0 1   331   -344  9
 3     1   1   8  20  8  220     4.0     5.8   1015.2     5.2   93  21     0     0 1   311   -341  9
 3     1   1   8  21  3  230     4.0     6.1   1015.7     5.3   93  21     0     0 1   272   -340  9
 3     1   1   8  22  5  230     4.0     5.2   1015.8     5.0   93   3     0     0 1   281   -336  9
 3     1   1   8  23  6  230     3.0     4.9   1016.3     4.9   93  -1     0     0 1   291   -336  9
 3     1   1   8  24  4  230     3.0     5.6   1016.5     5.1   92  -1     0     0 1   275   -338  9
 3     1   1   9   1  2  230     3.0     3.5   1016.7     4.3   91   1     0     0 1   254   -327  9
 3     1   1   9   2  3  230     3.0     3.2   1016.8     4.3   92  -1     0     0 1   252   -325  9
 3     1   1   9   3  2  230     4.0     3.2   1017.0     4.4   94  10     0     0 1   251   -325  9
 3     1   1   9   4  7  230     4.0     2.5   1017.0     4.2   94  10     0     0 1   294   -325  9
 3     1   1   9   5  7  240     3.0     3.2   1017.2     4.4   94  10     0     0 1   297   -328  9
 3     1   1   9   6  7  240     2.0     3.5   1017.3     4.5   94  10     0     0 1   299   -330  9
 3     1   1   9   7  7  230     4.0     3.6   1017.8     4.5   93  10     0     0 1   299   -330  9
 3     1   1   9   8  8  230     4.0     3.8   1018.3     4.5   92  10     0     0 1   300   -331  9
 3     1   1   9   9  8  240     3.0     3.4   1019.2     4.4   92  10     0     3 1   317   -331  9
 3     1   1   9  10  8  240     3.0     3.2   1020.0     4.3   92  10     0    14 1   316   -330  9
 3     1   1   9  11  8  240     3.0     3.1   1020.6     4.4   94  10     0    31 1   315   -329  9
 3     1   1   9  12  7  240     3.0     3.7   1020.8     4.5   94  21     0    44 1   300   -331  9
 3     1   1   9  13  7  240     3.0     4.3   1020.8     4.5   90  10     0    58 1   303   -334  9
 3     1   1   9  14  7  250     3.0     4.6   1021.2     4.5   87  -1     0    47 1   290   -334  9
 3     1   1   9  15  7  250     4.0     4.9   1021.8     4.4   84  -1     0    39 1   291   -336  9
 3     1   1   9  16  6  270     3.0     4.8   1022.5     4.4   84  -1     0     8 1   279   -334  9
 3     1   1   9  17  5  250     2.0     4.4   1023.3     4.3   86  -1     0     0 1   268   -332  9
 3     1   1   9  18  4  250     3.0     3.2   1023.9     4.1   89  -1     0     0 1   252   -325  9
 3     1   1   9  19  2  250     3.0     2.7   1024.2     4.1   90  -1     0     0 1   248   -323  9
 3     1   1   9  20  1  250     2.0     1.9   1024.8     3.9   92  -1     0     0 1   243   -319  9
 3     1   1   9  21  3  260     2.0     2.0   1025.5     4.0   93  -1     0     0 1   249   -320  9
 3     1   1   9  22  4  260     3.0     2.0   1026.2     4.0   93  -1     0     0 1   255   -320  9
 3     1   1   9  23  2  270     2.0     1.7   1026.8     3.9   94  -1     0     0 1   244   -318  9
 3     1   1   9  24  0  270     2.0     1.6   1027.2     3.9   94  -1     0     0 1   242   -317  9
 3     1   1  10   1  2    0     0.0     1.2   1027.8     3.8   94  -1     0     0 1   241   -316  9
 3     1   1  10   2  5  210     2.0    -0.2   1028.2     3.4   94  10     0     0 1   253   -310  9
 3     1   1  10   3  8  210     2.0     0.0   1029.0     3.5   94  44     0     0 1   300   -315  9
 3     1   1  10   4  8  210     1.0     0.4   1029.7     3.6   95  44     0     0 1   302   -316  9
 3     1   1  10   5  8  220     2.0     0.5   1030.0     3.6   95  44     0     0 1   303   -317  9
 3     1   1  10   6  8  210     2.0     0.6   1030.3     3.7   96  44     0     0 1   303   -317  9
 3     1   1  10   7  8  220     2.0     0.8   1031.1     3.7   96  44     0     0 1   304   -318  9
 3     1   1  10   8  7  240     2.0     0.9   1031.7     3.8   96  47     0     0 1   286   -317  9
 3     1   1  10   9  8  230     2.0     0.9   1032.4     3.8   96  45     0     8 1   304   -319  9
 3     1   1  10  10  8  230     3.0     1.1   1032.9     3.8   96  45     0    28 1   305   -320  9
 3     1   1  10  11  8  220     2.0     1.0   1033.2     3.8   96  43     0    47 1   305   -319  9
 3     1   1  10  12  8  220     2.0     0.9   1033.3     3.8   96  45     0    58 1   304   -319  9
 3     1   1  10  13  8  230     3.0     1.1   1033.5     3.8   96  46     0    58 1   305   -320  9
 3     1   1  10  14  7  240     3.0     1.5   1033.2     4.0   96  28     0    61 1   289   -320  9
 3     1   1  10  15  7  230     3.0     1.8   1033.4     4.0   96  10     0    44 1   290   -322  9
 3     1   1  10  16  7  230     3.0     1.7   1033.6     4.0   96  10     3     8 1   290   -321  9
 3     1   1  10  17  8  220     3.0     1.5   1033.9     3.9   96  10     0     0 1   307   -322  9
 3     1   1  10  18  8  230     5.0     0.9   1034.2     3.8   96  10     0     0 1   304   -319  9
 3     1   1  10  19  8  220     4.0     0.6   1034.0     3.7   96  10     0     0 1   303   -317  9
 3     1   1  10  20  8  240     4.0     0.8   1034.0     3.8   96  10     0     0 1   304   -318  9
 3     1   1  10  21  8  220     5.0     0.8   1034.0     3.8   96  10     0     0 1   304   -318  9
 3     1   1  10  22  8  210     5.0     1.1   1034.2     3.8   96  10     0     0 1   305   -320  9
 3     1   1  10  23  8  210     4.0     1.3   1034.3     3.9   96  10     0     0 1   306   -321  9
 3     1   1  10  24  8  210     4.0     1.1   1034.1     3.8   96  10     0     0 1   305   -320  9
 3     1   1  11   1  8  220     5.0     1.3   1034.0     3.8   95  10     0     0 1   306   -321  9
 3     1   1  11   2  8  220     5.0     1.4   1034.0     3.8   94  10     0     0 1   307   -321  9
 3     1   1  11   3  8  220     6.0     1.0   1034.2     3.6   92  10     0     0 1   305   -319  9
 3     1   1  11   4  8  210     5.0     0.8   1033.8     3.6   92  10     0     0 1   304   -318  9
 3     1   1  11   5  8  210     5.0     1.0   1033.5     3.7   93  -1     0     0 1   305   -319  9
 3     1   1  11   6  8  210     5.0     1.2   1033.4     3.7   92  -1     0     0 1   306   -320  9
 3     1   1  11   7  6  210     6.0     1.3   1032.9     3.6   90  -1     0     0 1   272   -318  9
 3     1   1  11   8  7  210     5.0     0.9   1033.2     3.5   90  10     0     0 1   286   -317  9
 3     1   1  11   9  7  210     5.0     0.5   1033.2     3.4   90  10     0    19 1   257   -314  9
 3     1   1  11  10  7  210     5.0     0.5   1033.3     3.4   90  10     6    78 1   243   -313  9
 3     1   1  11  11  5  210     5.0     0.8   1033.5     3.4   88  10    22    97 1   240   -314  9
 3     1   1  11  12  7  210     6.0     1.9   1033.2     3.6   85  10     3   119 1   249   -319  9
 3     1   1  11  13  7  220     6.0     2.4   1033.1     3.7   85  -1    11   117 1   293   -325  9
 3     1   1  11  14  8  220     6.0     2.7   1032.8     3.8   85  -1     0    67 1   295   -326  9
 3     1   1  11  15  7  210     5.0     2.8   1032.4     3.8   85  -1     0    50 1   262   -324  9
 3     1   1  11  16  7  210     5.0     2.9   1032.3     3.8   84  10     0    14 1   296   -327  9
 3     1   1  11  17  7  210     5.0     2.7   1032.3     3.8   85  10     0     0 1   295   -326  9
 3     1   1  11  18  7  210     6.0     2.0   1032.3     3.6   85  10     0     0 1   291   -323  9
